article_id,comment_id,parent_id,is_reply,content,likes
20250425142351394,7990403606588390757,,False,"Trong tất cả các tội làm hàng giả thì tội làm thuốc giả là nặng nhất vì không những mất tiền mua phải hàng giả mà còn mất cơ hội chữa bệnh, thậm chí là bệnh nặng thêm. Đề nghị tăng hình phạt cho những đối tượng làm thuốc giả...",1
20250425142351394,7844207263024464375,,False,Họ phải xử theo tội giết người hàng loạt.,0
20250425142351394,8451520666022299109,,False,Chức năng của cơ quan có thẩm quyền quá buông lỏng nếu làm đúng làm đủ theo quy định của luật thì bọn bất lương không có đất sống!!,0
20250425142351394,315039712924323655,,False,Xữ mức án cao nhất với bọn vô lương tâm này,0
20250508130119040,3210399493389150826,,False,"Vô lý NGƯỜI DÂN RA HIỆU THUỐC MUA CÓ GIÀ CÓ TRẺ VÀ KHÔNG PHẢI AI CŨNG CÓ ĐỦ KIẾN THỨC ĐỂ XÁC NHẬN THUỐC GIẢ VÀ THẬT "" ...VIỆC NÀY PHẢI LÀ CÁC CƠ QUAN CHỨC NĂNG... THUẾ CỦA NGƯỜI DÂN ???? CÁC CƠ QUAN Y TẾ LÀM GÌ ĐỂ BẢO VỆ NGƯỜI BỆNH ???...",1
20250418133004602,4098631798287681643,,False,"Ngăn đơn giản thôi, tử hình làm thuốc giả, những kẻ tiếp tay cho thuốc giả, những cán bộ tha hoá cũng tử hình theo thì chả ai dám làm thuốc giả nữa",2
20250418133004602,2538921364610356252,4098631798287681643,True,Tôi cũng có ý kiến vậy. Chẳng có gì khó cả. Bọn chúng không chỉ lấy đi tiền của mà cả sức khoẻ của nhân dân.,0
20250418133004602,4427305779869468202,,False,Hãy là những người bệnh nhân thông thái vậy.,0
20250418133004602,5552468272015474382,,False,"Năng lực của cơ quan quản lí như thế nào mới dẫn tới hàng giả, hàng nhái, hàng lậu, hàng kém chất lượng. Phải đến khi nhờ Công an thì mới làm ra trắng đen sự việc. Vậy hậu quả thì sao, ai chịu trách nhiệm... hay người dân tự chịu trách nhiệm vì họ không biết đây là hàng, thuốc giả...",0
20250418133004602,6321911078237803658,,False,Cần có sự giám sát chặt chẽ hơn nữa.,0
20250418133004602,2781694693205784069,,False,Việc phân biệt thuốc giả và thuốc thật không dễ như tác giả đề cập. Cần có thêm hướng dẫn cụ thể và dễ hiểu hơn cho người dân.,0
20250418133004602,8026990612841147370,,False,Thật không thể tin nổi rằng vẫn có những người lợi dụng việc sản xuất thuốc giả để trục lợi. Những hành động như vậy cần bị xử lý nghiêm khắc!,0
20250418133004602,1455506777220675621,,False,Bài viết đã chỉ ra rõ ràng những vấn đề hiện tại và đưa ra giải pháp khá hợp lý. Tôi hoàn toàn đồng tình với quan điểm của tác giả.,0
20250418133004602,6683851175192958801,,False,Mặc dù tỷ lệ thuốc giả giảm nhưng tôi vẫn lo lắng về sự an toàn của thuốc nhập khẩu. Cần có biện pháp kiểm soát chặt chẽ hơn với những sản phẩm này.,0
20250520174202169,7654692680872035572,,False,"Tội tham ô, nhận hối lộ nếu không tử hình mà chỉ tù chung thân không giảm án thì quá nhẹ vì có những kẻ sẳn sàng hy sinh đời bố để cũng cố cho cả mấy đời con cháu thì tiếc gì mà không hy sinh.",4
20250520174202169,4820530194712067648,,False,"Bỏ thì các chú các bác có phương pháp nào để ngăn chặn, xử lý nó không để xảy ra?",0
20250520174202169,315571672448653902,,False,"Tội phạm ma túy gây hậu quả gấp nhiều lần tội tham nhũng, lãng phí. Cần tử hình tội phạm ma túy.",0
20250520174202169,665480321150711014,,False,thuốc giả bác sỹ giả và nhiều thứ khác giả nữa nhưng tôi sử dụng nhiều thứ giả là thật,0
20250523144703453,7499106736930020906,,False,"Trươc khi cơ quan chức năng chưa làm gay gắt về thuốc thì tôi đến hệ thống nhà thuốc TUỆ MINH mua là có ngay, hoặc cùng lắm là 2 ngày sau sẽ có, nhưng từ khi BCA kiểm tra thì tôi đến hệ thống này nhiều lần trong hơn tháng nay vẫn chưa có, vậy câu hỏi đặt ra là…… Loại thuốc đó là thuốc giữ độ cận MYTROPINE 0,01mg. Đề nghị lần tìm nguồn gốc và chất lượng.",0
20250519113123013,5551691110009744381,,False,"Mình có chút kiến thức về ngành dược nên mình chỉ tin dùng các sản phẩm của các công ty dược uy tín. Ở Việt Nam, có rất nhiều công ty sản xuất có tên tuổi uy tín, người mua có thể lựa chọn hàng đầu khi có nhu cầu mua thuốc như: Dược phẩm Hậu Giang, dược Traphaco, dược Hà Tây, dược phẩm TW1+TW2, Stella Pharm, Standard, dược phẩm Phúc Vinh, Imexpharm, B-Braun, OPC, Sanofi. Cá nhân mình hay vào website các công ty xem list sản phẩm, thực phẩm chức năng nếu cần, vừa yên tâm về chất lượng, vừa yên tâm về giá cả.",4
20250519113123013,281365184204247902,5551691110009744381,True,Bạn là người tiêu dùng thông thái giữa cơn bão hàng giả rồi,0
20250519113123013,9171456311263944289,,False,Bác sĩ quảng cáo thuốc như thần thánh. Nạn nhân gì chứ?.,2
20250519113123013,6771577344247329590,9171456311263944289,True,"Tôi cũng nghe trình dược viên gì đó xì xào, kg biết thật giả!?",0
20250519113123013,3724823252481571007,,False,"Bảo sao khi con gái tôi mổ ở bệnh viện lớn, bác sĩ viết giấy yêu cầu mua sữa, rồi liên tục đôn đốc mua xong mới thôi. Rồi khi bản thân tôi nằm viện thì cũng như nhiều bệnh nhân khác đều có đơn mua thuốc ngoài bảo hiểm. Khi ra viện thanh toán BHYT có 500K ( Vì hưởng 95%). Nhưng tiền mua thuốc ngoài và tiêm dịch vụ trên 2 triệu.",1
20250519113123013,2904111239427276040,,False,"Như Bác sĩ Hùng nói thì sợ quá, như thế thì mỗi lần nhập thuốc lại phải yêu cầu giấy kiểm  nghiệm, còn mua ở nhà thuốc tư nhân thì chỉ có niềm tin thôi chứ người bệnh biết sao được",0
20250519113123013,6875039665755919829,,False,Nhưng chúng tôi mua thuốc theo đơn bác sỹ kê và mua thuốc tại bệnh viện thì nghĩ là chuẩn rồi. GĐ bv phàn nàn bác sỹ cũng là nạn nhân vậy hệ thống kiểm định chất lượng thuốc đầu vào không hoạt động à? Để hàng giả tràn vào bv thì bộ phận quản lý chất lượng và người đứng đầu phải chịu trách nhiệm không thể đổ lỗi cho người khác được.,0
20250519113123013,3696261873448839884,,False,"người nổi tiếng quảng cáo thực phẩm chức năng giả cũng được cung cấp giấy tờ đầy đủ như nhà thuốc bệnh viện, cũng không có khả năng phân biệt như bác sĩ, dược sĩ. Nhưng họ phải chịu trách nhiệm, ít nhất là với danh tiếng của mình.",0
20250519113123013,8449307985981808853,,False,"""Thuốc giả có thể giết người "", vậy có ai được bồi thường khi dùng thuốc giả chưa ?",0
20250519113123013,2556461383148206802,,False,"Ý kiến nêu trên làm nản quá, thế thì chả ai chịu ngoài người mua thuốc!",0
20250519113123013,7410246907397521774,,False,"Mong đợt này các cơ quan chức năng kiểm tra luôn tất cả các cơ sở khám bệnh tư của các bác sỹ làm thêm tôi thấy chất lượng khám chữa bệnh ko chuyên nghiệp,như kiểu lùa gà ai vào đi ra là trên 500k Doanh thu một ngày cả chục triệu…",0
20250519113123013,5268163718798542503,,False,"nên tìm hiểu thử lúc bác sĩ bệnh thì uống thuốc từ nguồn nào, mình bắt chước theo là an toàn,",0
20250519113123013,7383749250843636757,,False,"làm ăn giả dối trước sau cũng bị phanh phui, chỉ có làm thật ăn thật thì mới bền vứng. Mong cơ quan chức năng sớm truy quét xử lý nghiêm minh những người sản xuất, buôn bán hàng giả, hàng nhái, hàng kém chất lượng đểm bảo vệ quyền lợi chính đáng cho người dân.",0
20250527133145830,3228206072005779414,,False,"Rất nhiều người, trong đó có tôi đề nghị giữ nguyên án tử hình với tội sản xuất thuốc chữa bệnh, thực phẩm chức năng giả. Công bằng ở đâu khi nhân đạo với một số kẻ nhẫn tâm giết hại đồng bào minh?",4
20250527133145830,7138281389625098627,,False,"Tham ô hối lộ làm thất thoát tài sản của nhà nước, sản xuất thuốc giả, thực phẩm bẩn. Những tội đó gián tiếp giết người hàng loạt. Tại sao lại ko dùng khung hình phạt cao nhất?",1
20250527133145830,8665490584990260149,,False,"tôi không biết nhiều thông tin, không biết từ trước đến giờ đã có ai bị tử hình về tội tham nhũng chưa ?",0
20250421091812170,7063106795361201242,,False,"Các cơ quan chức năng để người dân loanh quanh với hàng giả, hàng kém chất lượng đến bao giờ vậy?",4
20250421091812170,2107781429841753769,,False,"Hàng ngàn quản lý thị trường có chuyên môn mà không phát hiện được thuốc giả thì dân thường làm sao phát hiện được, chán quá.",1
20250421091812170,3211727171334902046,,False,"Đẩy hết cho người dân, vậy các nhà quản lý làm gì ?",0
20250510132815508,3463943262547780631,,False,"Toàn bộ quy chuẩn sản phẩm là do NN độc quyền quy định và ban hành, giờ lại nói khó, vậy Bộ hay Cục đó để làm gì.",1
20250510132815508,1660601788500299711,,False,"Làm giả do ý thức, lòng tham con người hết. Quy chuẩn tiêu chuẩn đặt ra trên sản phẩn cũng chỉ là in lên nhãn mác.",1
20250417073448551,3783297392143505791,,False,"Phải bắn để răn đe: thuốc giả, thực phẩm giả. 2 thứ Giết đồng loại, giết thế hệ",15
20250417073448551,3859955682104566265,3783297392143505791,True,Đồng ý với ý kiến bạn,2
20250417073448551,6479957144971401704,3783297392143505791,True,"Bắn bọn này nó sẽ kg cảm nhận được nỗi đau của những người đã phải dùng thuốc do bọn nó sản xuất, theo mình thì cứ cho chung thân và miễn các hình thức ân xá để nó ngồi gặm nhấm lại những gì bọn chúng làm",5
20250417073448551,1568232017947580630,,False,"Thật sự quá khủng khiếp!
Với những kẻ chủ mưu - những kẻ vô nhân tính như thế - này thì nên áp dụng mức án chung thân và không có chính sách đặc xá dưới bất kỳ hình thức nào",9
20250417073448551,5593948094258291831,,False,"Phải có biện pháp mạnh đối với tội này.
tử hình để răn đe thôi",6
20250417073448551,7848208042607479977,,False,"Buôn bán quảng cáo tiếp tay các mặt hàng giả , là các loại thốc chữa bệnh thục phẩm chức năng sữa cho trẻ em người già , Cần phải bị pháp luật  truy tố với tội danh giết người...",3
20250417073448551,8651259133395658620,,False,"Trời ơi hôm qua thì sữa giả, nay thuốc giả. Hỏi sao ung thư tràn lan, con người càng văn minh hiện đại càng ác độc vô nhân tính. Quá khủng khiếp, Toàn người nổi tiếng quảng cáo láo, không trung thực, dân thì tin tưởng cuối cùng là mua thuốc chữa bệnh thì lại thêm bệnh",2
20250417073448551,8284811710560225407,,False,"Bọn làm thuốc giả thì áp dụng án tử hình không ân xá , người bệnh nhiều gia đình khánh kiệt lại còn mua phải thuốc giả thì không còn gì bất nhân hơn bọn đó.",1
20250417073448551,5250015572060530055,,False,"Cách mạng trong lĩnh vực an toàn vì sức khỏe cộng đồng, không chỉ thuốc chữa bệnh giả mà cần mạnh tay trong nhiều lĩnh vực nữa như: Thực phẩm, thiết bị dụng cụ sinh hoạt, môi trường ...",1
20250417073448551,3429859858256356384,,False,"mình thấy loại tội phạm này cần sử lý nghiêm, hậu quả hơn ma túy, gây hậu quả cho toàn người bệnh...",1
20250417073448551,3468164657907531302,,False,Hết sữa giả giờ tới thuốc giả.thức ăn thì đầy ngập hóa chất từ chăn nuôi cho đến rau củ quả.nói sao bệnh viện ung bướu và khắp các bệnh viện khác người dân không có chỗ nằm,0
20250417073448551,1884482507368432695,,False,"Chúng tôi mong DÂNTRI  có trang, mục "" Thuốc giả, Sữa giả, Thực phẩm giả"" Có hỉnh ảnh, để bạn đọc vào xem, giúp ích cho cuộc sống nhân dân.
Kiến nghị Quốc hội: Tăng múc hình phạt nặng với tổ chức cá nhân liên quan SX, tiêu thụ hàng giả.
Trân trọng cám ơn!",0
20250417073448551,875416831938888950,,False,Mấy cái quảng cáo trên mạng chẳng bao giờ tin được,0
